Uid,Time,Symbol,C/P,Trade,Side,Str,Spot,Exp,Size,Prems,Price,Bid,Ask,Vol,OI,Ivol,Label,Events,Details
14465869,2023-02-06 09:32:36,QQQ,CALL,SPLIT,AT BID,310,304.44,2023-02-17,150,57.45K,3.83,3.83,3.84,323,24075,28.11,,,
14465922,2023-02-06 09:32:35,TSLA,CALL,SWEEP,ABV ASK,200,196.35,2023-02-10,166,123.86K,7.46,7.3,7.35,8283,28709,105.18,,,
14465870,2023-02-06 09:32:35,NVDA,CALL,SWEEP,TO ASK,200,209.03,2023-02-10,100,113.81K,11.38,11.15,11.4,512,1689,64.41,,,
14465867,2023-02-06 09:32:35,GOOG,CALL,SWEEP,AT BID,101,103.62,2023-02-10,131,45.20K,3.45,3.45,3.55,289,1134,40.8,,,
14465907,2023-02-06 09:32:34,TSLA,CALL,SWEEP,TO BID,205,196.46,2023-02-10,59,33.67K,5.71,5.7,5.8,4081,8933,108,,,
14465865,2023-02-06 09:32:34,QQQ,CALL,SWEEP,AT ASK,304,304.52,2023-02-08,100,36.10K,3.61,3.58,3.61,174,349,34.48,,,
14465862,2023-02-06 09:32:34,META,CALL,SPLIT,AT ASK,175,188.68,2023-03-17,64,123.20K,19.25,18.85,19.25,65,7719,43.85,,,
14465906,2023-02-06 09:32:33,TSLA,CALL,SWEEP,BLW BID,200,196.38,2023-02-10,56,41.29K,7.37,7.4,7.45,8116,28709,105.66,,,
14465905,2023-02-06 09:32:33,TSLA,CALL,SWEEP,TO BID,197.5,196.55,2023-02-10,51,43.11K,8.45,8.45,8.5,2206,7643,104.7,,,
14465903,2023-02-06 09:32:32,TSLA,CALL,SWEEP,AT ASK,250,196.56,2023-03-10,100,44.00K,4.4,4.25,4.4,268,1035,79.89,,,
14465895,2023-02-06 09:32:32,TSLA,PUT,,AT ASK,150,196.56,2025-06-20,95,294.50K,31,30.85,31,100,732,56.79,,,
14465853,2023-02-06 09:32:32,AAPL,PUT,SWEEP,AT BID,143,152.91,2023-03-03,200,27.00K,1.35,1.35,1.37,203,790,30.97,,,
14465849,2023-02-06 09:32:32,QQQ,CALL,SWEEP,,304,304.54,2023-02-06,207,39.76K,1.92,1.92,1.94,2318,710,47.83,,,
14466000,2023-02-06 09:32:31,SPY,PUT,SWEEP,AT ASK,408,410.76,2023-02-07,251,34.39K,1.37,1.36,1.37,934,4015,26,,,
14465901,2023-02-06 09:32:31,TSLA,CALL,SWEEP,TO ASK,205,196.58,2023-02-10,66,37.95K,5.75,5.7,5.75,4021,8933,107.43,,,
14465898,2023-02-06 09:32:31,TSLA,CALL,SWEEP,AT ASK,190,196.51,2023-02-10,100,122.50K,12.25,12.15,12.25,3085,12610,102.22,,,
14465995,2023-02-06 09:32:30,SPY,CALL,SWEEP,AT BID,412.5,410.79,2023-03-10,130,108.16K,8.32,8.32,8.34,130,391,17.11,,,
14465994,2023-02-06 09:32:30,SPY,CALL,SWEEP,BLW BID,411,410.79,2023-02-06,221,28.99K,1.31,1.32,1.33,9206,8897,30.79,,,
14465993,2023-02-06 09:32:30,SPY,CALL,SWEEP,AT BID,413,410.79,2023-02-24,220,126.94K,5.77,5.77,5.78,222,1848,17.45,,,
14465897,2023-02-06 09:32:30,TSLA,CALL,SWEEP,TO ASK,200,196.44,2023-02-10,59,43.88K,7.44,7.35,7.45,8047,28709,105.89,,,
14465839,2023-02-06 09:32:30,META,CALL,SWEEP,ABV ASK,190,188.3,2023-02-10,109,45.09K,4.14,4,4.05,668,13016,58.11,,,
14465837,2023-02-06 09:32:30,SOXL,CALL,SWEEP,,17.5,16.09,2023-02-17,400,30.33K,0.76,0.76,0.77,402,1269,114.2,,,
14465834,2023-02-06 09:32:30,AMZN,CALL,SWEEP,ABV ASK,105,103.83,2023-02-10,344,62.27K,1.81,1.77,1.8,2120,8776,51.2,,,
14465988,2023-02-06 09:32:29,SPY,CALL,SWEEP,,412,410.79,2023-02-07,136,26.18K,1.93,1.92,1.93,1826,3270,25.37,,,
14465896,2023-02-06 09:32:29,TSLA,CALL,SPLIT,AT ASK,200,196.47,2023-03-10,99,161.87K,16.35,16.3,16.35,132,1067,75.4,,,
14465832,2023-02-06 09:32:29,AI,CALL,SWEEP,TO BID,30,27.1,2023-02-17,99,27.28K,2.76,2.75,3,210,1790,205.01,,,
14465823,2023-02-06 09:32:29,AMZN,CALL,,AT BID,106,103.87,2023-02-10,180,25.56K,1.42,1.42,1.43,574,7236,50.87,,,
14465985,2023-02-06 09:32:28,SPY,PUT,SWEEP,AT BID,403,410.81,2023-03-03,100,42.30K,4.23,4.23,4.25,147,3674,18.52,,,
14465984,2023-02-06 09:32:28,SPY,PUT,SWEEP,AT BID,401,410.81,2023-03-03,138,51.61K,3.74,3.74,3.76,230,1376,18.91,,,
14465982,2023-02-06 09:32:28,SPY,PUT,SWEEP,AT BID,416,410.77,2023-03-17,150,173.10K,11.54,11.54,11.58,172,3774,16.75,,,
14465893,2023-02-06 09:32:28,TSLA,CALL,SWEEP,TO BID,225,196.41,2023-02-10,209,39.92K,1.91,1.91,1.95,1215,6099,116.3,,,
14465830,2023-02-06 09:32:28,AMZN,PUT,SWEEP,AT BID,106,103.81,2023-02-10,104,36.40K,3.5,3.5,3.55,147,1696,50.19,,,
14465826,2023-02-06 09:32:28,AMZN,CALL,SWEEP,ABV ASK,105,103.78,2023-02-10,484,86.53K,1.79,1.74,1.76,1779,8776,50.79,,,
14465813,2023-02-06 09:32:28,VALE,PUT,,AT BID,16.5,16.82,2023-02-17,879,32.52K,0.37,0.37,0.41,880,11198,44.3,,,
14465892,2023-02-06 09:32:27,TSLA,CALL,SWEEP,TO BID,200,196.46,2023-02-10,89,65.95K,7.41,7.4,7.5,7980,28709,105.19,,,
14465885,2023-02-06 09:32:27,TSLA,CALL,SWEEP,BLW BID,205,196.53,2023-02-10,127,72.10K,5.68,5.75,5.8,3923,8933,107.69,,,
14465820,2023-02-06 09:32:27,GOOGL,PUT,SWEEP,AT ASK,94,103.3,2023-03-17,256,31.49K,1.23,1.21,1.23,261,4684,35.24,,,
14465819,2023-02-06 09:32:27,AAPL,CALL,SWEEP,,157.5,152.9,2023-02-10,335,29.79K,0.89,0.88,0.89,1416,31713,38.36,,,
14465803,2023-02-06 09:32:27,BRK/B,CALL,,AT ASK,320,308.11,2023-03-10,124,32.24K,2.6,2.15,2.6,124,2,17.66,OPENING,,
14465970,2023-02-06 09:32:26,SPY,PUT,SWEEP,BLW BID,412,410.77,2023-02-06,204,43.13K,2.11,2.12,2.13,2040,16561,30.84,,,
14465818,2023-02-06 09:32:26,META,CALL,SWEEP,TO ASK,185,188.13,2023-02-10,65,42.48K,6.53,6.4,6.55,448,4037,57.82,,,
14465817,2023-02-06 09:32:26,GOOG,CALL,SWEEP,AT ASK,107,103.61,2023-02-10,500,33.50K,0.67,0.66,0.67,578,3939,41.38,,,
14465810,2023-02-06 09:32:26,AMZN,CALL,SWEEP,ABV ASK,105,103.78,2023-02-10,237,41.56K,1.75,1.73,1.74,1295,8776,50.29,,,
14465799,2023-02-06 09:32:26,UBER,PUT,,,45,33.48,2023-09-15,220,270.60K,12.3,12.3,12.3,220,412,44.71,,,
14465798,2023-02-06 09:32:26,META,CALL,,TO ASK,200,188.13,2023-02-17,100,27.70K,2.77,2.72,2.78,493,8768,52.29,,,
14465797,2023-02-06 09:32:26,V,PUT,,AT BID,210,229.87,2023-09-15,50,39.00K,7.8,7.8,8,50,368,25.78,,,
14465880,2023-02-06 09:32:25,TSLA,CALL,SWEEP,TO ASK,200,196.51,2023-02-10,90,67.05K,7.45,7.4,7.45,7888,28709,105.16,,,
14465806,2023-02-06 09:32:25,META,CALL,SPLIT,TO ASK,185,188.25,2023-02-10,250,165.82K,6.63,6.45,6.65,383,4037,58.69,,,
14465955,2023-02-06 09:32:24,SPY,PUT,SWEEP,,409,410.82,2023-02-06,360,26.29K,0.73,0.73,0.74,7823,11450,32.02,,,
14465879,2023-02-06 09:32:24,TSLA,CALL,SWEEP,TO ASK,212.5,196.51,2023-02-10,120,46.58K,3.88,3.8,3.9,447,2487,111.09,,,
14465805,2023-02-06 09:32:24,AMD,CALL,SWEEP,,85,84.65,2023-02-10,144,27.14K,1.88,1.87,1.9,986,3472,55.83,,,
14465945,2023-02-06 09:32:23,SPY,PUT,,BLW BID,407,410.77,2023-02-06,1042,30.22K,0.29,0.3,0.31,5505,15146,31.9,,,
14465944,2023-02-06 09:32:23,SPY,PUT,,,411,410.77,2023-02-06,521,81.28K,1.56,1.55,1.57,4646,10518,31.3,,,
14465943,2023-02-06 09:32:23,SPY,PUT,,ABV ASK,411,410.77,2023-02-06,335,52.93K,1.58,1.55,1.57,4008,10518,31.73,,,
14465875,2023-02-06 09:32:23,TSLA,CALL,,AT BID,202.5,196.32,2023-02-17,50,47.50K,9.5,9.5,9.55,376,4277,87.43,,,
14465877,2023-02-06 09:32:21,TSLA,CALL,SWEEP,,197.5,196.28,2023-02-10,56,46.74K,8.35,8.3,8.4,2066,7643,104.3,,,
14465751,2023-02-06 09:32:21,META,CALL,,AT ASK,182.5,188.23,2023-02-17,67,67.00K,10,9.9,10,96,2277,50.56,,,
14465750,2023-02-06 09:32:21,AAPL,PUT,,AT BID,152.5,152.94,2023-02-10,136,30.74K,2.26,2.26,2.31,2308,9974,36.34,,,
14465749,2023-02-06 09:32:21,AAPL,PUT,,AT BID,152.5,152.94,2023-02-10,142,32.09K,2.26,2.26,2.3,2172,9974,36.34,,,
14465748,2023-02-06 09:32:21,AAPL,PUT,,AT BID,152.5,152.94,2023-02-10,122,27.57K,2.26,2.26,2.31,2030,9974,36.34,,,
14465921,2023-02-06 09:32:20,SPY,CALL,,AT ASK,411,410.76,2023-02-06,198,26.14K,1.32,1.31,1.32,8620,8897,31.04,,,
14465876,2023-02-06 09:32:20,TSLA,CALL,SWEEP,TO ASK,200,196.27,2023-02-10,60,44.05K,7.34,7.25,7.4,7771,28709,105.53,,,
14465764,2023-02-06 09:32:20,AAPL,CALL,SWEEP,AT ASK,100,152.93,2023-02-17,100,530.00K,53,50.9,53,100,2202,100.73,,,
14465762,2023-02-06 09:32:20,AMZN,CALL,SPLIT,AT ASK,110,103.77,2023-03-17,100,28.70K,2.87,2.85,2.87,298,34861,37.47,,,
14465759,2023-02-06 09:32:20,GOOGL,CALL,SWEEP,AT ASK,103,103.25,2023-02-10,150,29.55K,1.97,1.91,1.97,200,1836,40.66,,,
14465756,2023-02-06 09:32:20,AAPL,PUT,SWEEP,BLW BID,152.5,152.84,2023-02-10,428,96.89K,2.26,2.32,2.35,2324,9974,36.71,,,
14465746,2023-02-06 09:32:20,PLCE,PUT,,AT BID,45,42.3,2023-03-17,100,57.00K,5.7,5.7,6,200,91,76.12,OPENING,SSR,
14465935,2023-02-06 09:32:19,SPY,CALL,SWEEP,ABV ASK,411,410.73,2023-02-06,237,31.26K,1.32,1.3,1.31,8631,8897,30.97,,,
14465929,2023-02-06 09:32:19,SPY,PUT,SWEEP,AT BID,400,410.69,2023-03-31,148,104.04K,7.03,7.03,7.06,787,19645,19.42,,,
14465753,2023-02-06 09:32:19,SNOW,PUT,SWEEP,ABV ASK,155,159.85,2023-02-10,200,56.50K,2.82,2.62,2.79,245,653,71.53,,,
14465872,2023-02-06 09:32:18,TSLA,CALL,SWEEP,ABV ASK,197.5,196.1,2023-02-10,52,43.38K,8.34,8.25,8.3,2010,7643,105,,,
14465861,2023-02-06 09:32:18,TSLA,CALL,,AT BID,200,196.1,2023-02-10,50,36.00K,7.2,7.2,7.3,7604,28709,104.8,,,
14465860,2023-02-06 09:32:18,TSLA,PUT,,AT BID,195,196.08,2023-02-10,100,80.50K,8.05,8.05,8.1,941,6747,102.01,,,
14465859,2023-02-06 09:32:18,TSLA,PUT,,AT BID,180,196.08,2023-02-10,100,25.10K,2.51,2.51,2.54,1316,9232,100.64,,,
14465747,2023-02-06 09:32:18,MTB,CALL,SPLIT,AT ASK,160,158.68,2023-06-16,250,215.00K,8.6,8.3,8.6,250,376,23.84,,,
14465920,2023-02-06 09:32:17,SPY,CALL,SWEEP,,411,410.72,2023-02-06,360,46.86K,1.3,1.3,1.31,8393,8897,31.02,,,
14465868,2023-02-06 09:32:17,TSLA,CALL,SWEEP,BLW BID,200,196.24,2023-02-10,198,143.60K,7.25,7.3,7.4,7700,28709,105.91,,,
14465739,2023-02-06 09:32:17,NVDA,CALL,SWEEP,,210,209.03,2023-02-10,107,55.38K,5.18,5.15,5.2,669,2134,61.44,,,
14465864,2023-02-06 09:32:16,TSLA,CALL,SWEEP,BLW BID,205,196.39,2023-02-10,64,35.93K,5.61,5.7,5.75,3751,8933,107.71,,,
14465731,2023-02-06 09:32:16,AMZN,CALL,SWEEP,BLW BID,104,103.78,2023-02-10,277,59.71K,2.16,2.16,2.18,1013,2446,50.27,,,
14465728,2023-02-06 09:32:16,AAPL,CALL,SWEEP,BLW BID,155,152.87,2023-02-10,180,27.92K,1.55,1.56,1.58,3283,32234,37.66,,,
14465904,2023-02-06 09:32:15,SPY,CALL,SWEEP,,411,410.71,2023-02-06,209,27.51K,1.32,1.31,1.32,8032,8897,31.5,,,
14465858,2023-02-06 09:32:15,TSLA,CALL,SWEEP,BLW BID,200,196.59,2023-02-10,57,42.18K,7.4,7.45,7.5,7502,28709,104.47,,,
14465717,2023-02-06 09:32:15,MSFT,CALL,SWEEP,AT ASK,257.5,257.33,2023-02-17,180,99.00K,5.5,5.4,5.5,385,13920,31.26,,,
14465888,2023-02-06 09:32:14,SPY,PUT,,,411,410.79,2023-02-17,430,233.92K,5.44,5.42,5.45,487,14855,19.38,,,
14465856,2023-02-06 09:32:14,TSLA,CALL,SWEEP,TO BID,195,196.56,2023-02-10,53,50.76K,9.58,9.55,9.65,3850,8851,103.34,,,
14465713,2023-02-06 09:32:14,AI,CALL,SPLIT,AT ASK,25,27.02,2023-02-24,80,40.00K,5,4.8,5,82,383,168.12,,,
14465710,2023-02-06 09:32:14,PYPL,CALL,SPLIT,TO ASK,85,83.14,2023-02-10,100,30.84K,3.08,2.75,3.1,107,2333,107.06,,,
14465850,2023-02-06 09:32:13,TSLA,CALL,SWEEP,ABV ASK,200,196.56,2023-02-10,80,59.63K,7.45,7.35,7.45,7442,28709,104.14,,,
14465696,2023-02-06 09:32:13,JWN,CALL,,TO ASK,25,26.02,2024-01-19,100,61.10K,6.11,5.75,6.4,160,1071,58.93,,,
14465695,2023-02-06 09:32:13,JWN,CALL,,TO BID,25,26.02,2024-01-19,60,36.00K,6,5.75,6.4,60,1071,57.71,,,
14465890,2023-02-06 09:32:12,SPY,PUT,SWEEP,AT BID,406,410.79,2023-03-03,140,71.54K,5.11,5.11,5.12,169,2701,17.96,,,
14465846,2023-02-06 09:32:12,TSLA,CALL,SWEEP,ABV ASK,205,196.4,2023-02-10,553,317.46K,5.74,5.6,5.7,3658,8933,107.66,,,
14465845,2023-02-06 09:32:12,TSLA,PUT,SWEEP,TO BID,190,196.4,2023-02-10,53,29.18K,5.5,5.5,5.6,1061,6553,99.95,,,
14465701,2023-02-06 09:32:12,AI,CALL,SWEEP,TO BID,20,26.96,2023-03-17,70,60.09K,8.58,8.2,9.2,70,1395,139.37,,,
14465844,2023-02-06 09:32:11,TSLA,CALL,SWEEP,AT ASK,207.5,196.29,2023-02-17,65,50.70K,7.8,7.7,7.8,188,0,88.4,OPENING,,
14465841,2023-02-06 09:32:11,TSLA,PUT,SWEEP,ABV ASK,182.5,196.12,2023-02-10,110,34.11K,3.1,3.05,3.1,513,3314,100.18,,,
14465814,2023-02-06 09:32:11,SWN,PUT,SPLIT,AT BID,5,5.32,2024-01-19,1075,93.53K,0.87,0.87,0.89,1600,29805,57.08,,,
14465887,2023-02-06 09:32:10,SPY,CALL,SWEEP,ABV ASK,410,410.73,2023-02-07,104,30.29K,2.91,2.88,2.9,1398,2946,25.6,,,
14465840,2023-02-06 09:32:10,TSLA,CALL,SWEEP,ABV ASK,197.5,196.12,2023-02-10,53,44.13K,8.33,8.15,8.3,1925,7643,103.15,,,
14465835,2023-02-06 09:32:10,TSLA,CALL,SWEEP,TO ASK,200,196.21,2023-02-10,190,138.33K,7.28,7.2,7.3,7340,28709,104.18,,,
14465833,2023-02-06 09:32:10,TSLA,CALL,SWEEP,TO ASK,205,196.24,2023-02-10,519,290.62K,5.6,5.5,5.65,3096,8933,106.83,,,
14465689,2023-02-06 09:32:10,DKNG,CALL,SWEEP,BLW BID,17.5,16.59,2023-02-10,999,25.81K,0.26,0.26,0.3,1341,5192,82.4,,,
14465664,2023-02-06 09:32:10,MDB,CALL,,TO ASK,225,218.72,2023-02-10,50,25.60K,5.12,4.1,5.85,50,241,81.48,,SSR,
14465663,2023-02-06 09:32:10,MDB,PUT,,TO ASK,215,218.72,2023-02-10,50,29.35K,5.87,4.8,6.6,50,185,81.41,,SSR,
14465831,2023-02-06 09:32:09,TSLA,PUT,SWEEP,AT BID,100,196.36,2023-03-17,1000,34.00K,0.34,0.34,0.37,1014,31149,101.35,,,
14465682,2023-02-06 09:32:09,TQQQ,CALL,SPLIT,AT BID,23,25.05,2023-06-16,130,63.05K,4.85,4.85,5.7,130,3345,62.93,,,
14465829,2023-02-06 09:32:08,TSLA,CALL,SWEEP,BLW BID,200,196.46,2023-02-10,267,195.36K,7.32,7.35,7.4,7151,28709,104.62,,,
14465672,2023-02-06 09:32:08,PINS,CALL,SWEEP,TO ASK,27.5,27.34,2023-02-10,150,25.75K,1.72,1.61,1.73,189,1271,151.93,,Pre-Earnings,
14465665,2023-02-06 09:32:08,META,CALL,SWEEP,TO BID,187.5,187.65,2023-02-17,70,47.72K,6.82,6.8,6.9,88,1151,50.1,,,
14465825,2023-02-06 09:32:07,TSLA,CALL,SWEEP,BLW BID,205,196.68,2023-02-10,152,85.87K,5.65,5.65,5.75,2575,8933,106.22,,,
14465777,2023-02-06 09:32:07,SPX,PUT,,TO ASK,3850,4155.69,2023-05-19,150,1.02M,68.06,67.2,68.3,250,3785,21.65,SPREAD,,
14465776,2023-02-06 09:32:07,SPX,CALL,,BLW BID,4425,4145.3,2023-04-21,150,350.40K,23.36,23.5,24.1,250,4570,14.57,SPREAD,,
14465775,2023-02-06 09:32:07,SPX,PUT,,ABV ASK,3900,4145.3,2023-04-21,150,878.40K,58.56,57.4,58.2,254,12016,20.94,SPREAD,,
14465774,2023-02-06 09:32:07,SPX,CALL,,TO BID,4475,4155.69,2023-05-19,150,429.90K,28.66,28.6,30.5,250,670,14.45,SPREAD,,
14465773,2023-02-06 09:32:07,SPX,PUT,,TO ASK,3850,4155.69,2023-05-19,100,680.60K,68.06,67.2,68.3,100,3785,21.65,SPREAD,,
14465772,2023-02-06 09:32:07,SPX,CALL,,BLW BID,4425,4145.3,2023-04-21,100,233.60K,23.36,23.5,24.1,100,4570,14.57,SPREAD,,
14465769,2023-02-06 09:32:07,SPX,PUT,,ABV ASK,3900,4145.3,2023-04-21,100,585.60K,58.56,57.4,58.2,104,12016,20.94,SPREAD,,
14465768,2023-02-06 09:32:07,SPX,CALL,,TO BID,4475,4155.69,2023-05-19,100,286.60K,28.66,28.6,30.5,100,670,14.45,SPREAD,,
14465873,2023-02-06 09:32:06,SPY,CALL,SWEEP,BLW BID,410,410.8,2023-02-07,105,30.70K,2.92,2.93,2.94,1222,2946,25.74,,,
14465815,2023-02-06 09:32:06,TSLA,CALL,SWEEP,BLW BID,200,196.81,2023-02-10,118,87.34K,7.4,7.45,7.5,6884,28709,103.89,,,
14465804,2023-02-06 09:32:06,TSLA,CALL,,TO BID,210,196.81,2023-02-10,60,26.34K,4.39,4.35,4.45,2357,12502,108.5,,,
14465653,2023-02-06 09:32:06,AMD,CALL,SWEEP,TO ASK,85,84.51,2023-02-10,177,31.99K,1.81,1.78,1.81,803,3472,55.18,,,
14465652,2023-02-06 09:32:06,CVNA,CALL,SWEEP,AT ASK,15,14.45,2023-02-24,100,35.00K,3.5,3.35,3.5,146,587,300.21,,,
14465855,2023-02-06 09:32:05,SPY,PUT,,AT BID,406,410.85,2023-02-17,250,88.00K,3.52,3.52,3.54,514,9024,20.29,,,
14465809,2023-02-06 09:32:05,TSLA,CALL,SWEEP,TO BID,210,196.72,2023-02-10,84,36.83K,4.38,4.35,4.45,2377,12502,109.71,,,
14465807,2023-02-06 09:32:05,TSLA,CALL,SWEEP,TO BID,205,196.69,2023-02-10,84,47.73K,5.68,5.65,5.75,2422,8933,106.17,,,
14465866,2023-02-06 09:32:04,SPY,CALL,SWEEP,BLW BID,410,410.83,2023-02-07,122,36.00K,2.95,2.96,2.98,1127,2946,25.72,,,
14465857,2023-02-06 09:32:03,SPY,PUT,SWEEP,AT BID,352,410.86,2023-05-19,218,64.31K,2.95,2.95,2.96,219,4033,25.94,,,
14465791,2023-02-06 09:32:03,TSLA,CALL,,TO ASK,192.5,196.72,2023-02-24,100,157.50K,15.75,15.15,16,114,824,76.64,,,
14465790,2023-02-06 09:32:03,TSLA,CALL,,TO BID,200,196.7,2023-12-15,300,1.35M,45,44,47.15,348,8505,59.88,,,
14465852,2023-02-06 09:32:02,SPY,PUT,SWEEP,AT BID,405,410.81,2023-03-17,160,111.84K,6.99,6.99,7.01,225,28044,18.5,,,
14465851,2023-02-06 09:32:02,SPY,PUT,SWEEP,BLW BID,410,410.77,2023-02-06,268,28.75K,1.07,1.1,1.12,3900,13530,31.53,,,
14465786,2023-02-06 09:32:02,TSLA,CALL,,AT ASK,170,196.56,2023-02-17,200,586.00K,29.3,28.5,29.3,203,19646,86.61,,,
14465610,2023-02-06 09:32:02,AAPL,PUT,,TO ASK,135,152.7,2023-09-15,190,106.21K,5.59,5.15,5.85,192,9178,30.71,,,
14465608,2023-02-06 09:32:02,AAPL,PUT,,AT BID,135,152.7,2023-07-21,210,92.40K,4.4,4.4,4.5,282,4303,30.9,,,
14465604,2023-02-06 09:32:02,AAPL,PUT,,AT BID,155,152.67,2023-02-24,100,52.50K,5.25,5.25,5.5,141,1872,29.27,,,
14465793,2023-02-06 09:32:01,TSLA,CALL,SWEEP,ABV ASK,195,196.38,2023-02-10,60,57.03K,9.5,9.4,9.5,3700,8851,102.68,,,
14465792,2023-02-06 09:32:01,TSLA,CALL,SWEEP,ABV ASK,200,196.16,2023-02-10,85,61.85K,7.28,7.2,7.25,6713,28709,104.45,,,
14465638,2023-02-06 09:32:01,T,CALL,SWEEP,AT BID,20,19.64,2024-01-19,226,33.90K,1.5,1.5,1.59,228,38559,22.64,,,
14465843,2023-02-06 09:32:00,SPY,CALL,SPLIT,TO BID,411,410.74,2023-03-17,100,101.60K,10.16,10.15,10.19,228,7277,17.55,,,
14465789,2023-02-06 09:32:00,TSLA,PUT,SWEEP,TO BID,192.5,195.99,2023-02-10,61,41.72K,6.84,6.8,6.9,614,2677,101.45,,,
14465609,2023-02-06 09:32:00,AAPL,PUT,SWEEP,,152.5,152.5,2023-02-10,269,67.77K,2.52,2.51,2.52,1850,9974,36.91,,,
14465583,2023-02-06 09:32:00,QQQ,PUT,,AT BID,250,304.24,2023-03-17,1400,78.40K,0.56,0.56,0.58,1453,90075,35.71,,,
14465582,2023-02-06 09:32:00,QQQ,PUT,,AT ASK,280,304.24,2023-03-17,1400,389.20K,2.78,2.75,2.78,1826,121061,29.42,,,
14465842,2023-02-06 09:31:59,SPY,CALL,SWEEP,ABV ASK,411,410.71,2023-02-06,247,32.56K,1.32,1.3,1.31,7030,8897,31.28,,,
14465838,2023-02-06 09:31:59,SPY,CALL,SWEEP,,420,410.64,2023-02-17,258,53.67K,2.08,2.07,2.08,508,47071,18.41,,,
14465788,2023-02-06 09:31:59,TSLA,CALL,SWEEP,ABV ASK,205,195.96,2023-02-10,166,92.86K,5.59,5.45,5.5,2303,8933,106.99,,,
14465785,2023-02-06 09:31:59,TSLA,CALL,SWEEP,,195,195.97,2023-02-10,68,63.47K,9.33,9.2,9.2,3640,8851,102.43,,,
14465784,2023-02-06 09:31:59,TSLA,PUT,SPLIT,AT ASK,195,195.93,2023-02-10,100,82.00K,8.2,8.05,8.2,705,6747,102.97,,,
14465577,2023-02-06 09:31:59,AAPL,CALL,,TO ASK,160,152.53,2023-04-21,60,28.32K,4.72,4.65,4.75,254,28452,26.51,,,
14465783,2023-02-06 09:31:58,TSLA,CALL,SWEEP,ABV ASK,200,195.88,2023-02-10,142,101.71K,7.16,7,7.15,6626,28709,104.77,,,
14465782,2023-02-06 09:31:58,TSLA,CALL,SWEEP,BLW BID,207.5,195.88,2023-02-10,59,28.30K,4.8,4.8,4.85,532,4577,108.58,,,
14465781,2023-02-06 09:31:58,TSLA,CALL,SWEEP,TO ASK,210,195.88,2023-02-10,79,33.05K,4.18,4.1,4.2,2215,12502,108.45,,,
14465594,2023-02-06 09:31:58,AMC,PUT,SPLIT,TO BID,9.5,6.43,2023-02-10,80,28.56K,3.57,3.25,3.95,80,702,402.79,,,
14465763,2023-02-06 09:31:57,TSLA,PUT,,TO BID,210,195.81,2023-02-10,80,145.04K,18.13,18.1,18.3,119,1714,107.83,,,
14465588,2023-02-06 09:31:57,PYPL,PUT,SWEEP,BLW BID,77.5,82.81,2023-03-17,1584,504.38K,3.18,3.2,3.3,1584,3226,53.34,,,
14465575,2023-02-06 09:31:57,META,CALL,SWEEP,TO ASK,187.5,187.19,2023-02-10,61,28.08K,4.6,4.5,4.65,381,2685,57.56,,,
14465828,2023-02-06 09:31:56,SPY,CALL,SWEEP,ABV ASK,412,410.57,2023-02-08,108,25.03K,2.32,2.29,2.31,1478,3293,22.64,,,
14465827,2023-02-06 09:31:56,SPY,CALL,SWEEP,AT ASK,411,410.57,2023-02-16,100,55.10K,5.51,5.49,5.51,107,405,19.84,,,
14465822,2023-02-06 09:31:56,SPY,PUT,,TO BID,420,410.56,2023-04-21,100,164.80K,16.48,16.37,16.61,106,8713,16.38,,,
14465821,2023-02-06 09:31:56,SPY,PUT,,,415,410.56,2023-03-31,100,125.70K,12.57,12.55,12.6,110,869,17.08,,,
14465767,2023-02-06 09:31:56,TSLA,CALL,SWEEP,TO ASK,200,195.93,2023-02-10,424,301.73K,7.12,7.05,7.15,6481,28709,104.74,,,
14465766,2023-02-06 09:31:56,TSLA,CALL,SWEEP,BLW BID,205,195.92,2023-02-10,125,67.10K,5.37,5.45,5.5,2118,8933,107.42,,,
14465571,2023-02-06 09:31:56,SPXU,CALL,SWEEP,AT ASK,14,13.61,2023-03-17,500,42.50K,0.85,0.82,0.85,520,5564,56.42,,,
14465824,2023-02-06 09:31:54,SPY,CALL,SWEEP,ABV ASK,412,410.55,2023-02-08,355,82.07K,2.31,2.28,2.3,1370,3293,22.65,,,
14465761,2023-02-06 09:31:54,TSLA,CALL,SWEEP,ABV ASK,220,195.96,2023-02-10,107,25.75K,2.41,2.39,2.4,2740,12511,113.41,,,
14465760,2023-02-06 09:31:54,TSLA,CALL,SWEEP,TO BID,200,195.95,2023-02-10,133,94.69K,7.12,7.1,7.2,6056,28709,105.58,,,
14465546,2023-02-06 09:31:54,NVDA,CALL,,TO ASK,200,208.95,2023-02-10,100,112.00K,11.2,11,11.25,412,1689,62.6,,,
14465755,2023-02-06 09:31:53,TSLA,CALL,SWEEP,TO ASK,205,195.9,2023-02-10,179,98.23K,5.49,5.4,5.5,1985,8933,107.54,,,
14465754,2023-02-06 09:31:53,TSLA,PUT,SWEEP,TO BID,195,195.9,2023-02-10,149,120.80K,8.11,8.1,8.2,600,6747,102.78,,,
14465555,2023-02-06 09:31:53,OXY,CALL,SPLIT,AT BID,70,61.76,2024-01-19,70,47.60K,6.8,6.8,7,70,5790,38.97,,,
14465541,2023-02-06 09:31:53,C,CALL,,AT BID,75,50.62,2025-01-17,200,28.00K,1.4,1.4,1.52,200,6810,24.26,,,
